ts,acc.x,acc.y,acc.z,acc.roll,acc.pitch,acc.impact,aqi.value,co2.ppm,co2.humidity,co2.temperature,env.humidity,env.temperature,gas.humidity,gas.pressure,gas.resistance,gas.temperature,gps.age,gps.alt,gps.lat,gps.lon,param,state,status,version,asset_id,config_ts,particles.mc_1p0,particles.mc_2p5,particles.mc_4p0,particles.nc_0p5,particles.nc_1p0,particles.nc_2p5,particles.nc_4p0,particles.mc_10p0,particles.nc_10p0,particles.typical_particle_size,fw_version.major,fw_version.minor,fw_version.patch
"2024-07-08, 9:54:34",0.050278235,0.30406362,10.115502,-1.7217453,0.28465283,0,112.29385,963,31.75,21.423,30.493164,23.415833,27.794,83.258,15801,24.37,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.5490265,4.756256,5.566925,21.834108,27.146608,28.269655,28.472292,5.9490056,28.397581,0.65986633,1,1,0
"2024-07-08, 9:55:34",0.05746084,0.30166942,10.113108,-1.7086005,0.32539597,0,111.2406,953,31.692,21.463,30.377197,23.587036,28.191,83.254,15742,24.38,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.0489044,4.1531067,4.9023743,18.598757,23.311647,24.158327,24.272585,5.2234197,24.422972,0.65982056,1,1,0
"2024-07-08, 9:56:35",0.05267244,0.30645782,10.113108,-1.7357047,0.29827592,0,110.061485,925,31.898,21.508,29.89502,23.51654,28.2,83.254,15672,24.42,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3019562,4.3398743,5.011505,20.477663,25.343386,26.226686,26.321413,5.324494,26.425901,0.6331024,1,1,0
"2024-07-08, 9:57:36",0.05746084,0.30166942,10.115502,-1.7081962,0.32531902,0,110.652145,917,31.895,21.516,30.279541,23.546753,28.075,83.262,15556,24.45,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.8907623,5.2208557,6.1860657,23.920046,29.854128,30.94153,31.229128,6.6053777,31.22473,0.66181946,1,1,0
"2024-07-08, 9:58:37",0.055066638,0.30645782,10.103531,-1.7373489,0.3121289,0,110.52013,925,32.073,21.583,30.975342,23.597107,28.29,83.258,15464,24.5,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.5444489,4.82901,5.712433,21.550905,27.02991,28.119753,28.255007,6.1065984,28.319456,0.6775818,1,1,0
"2024-07-08, 9:59:37",0.05267244,0.31124622,10.105926,-1.76406,0.2984834,0,111.974464,941,32.716,21.572,31.689453,23.536682,28.718,83.26,15306,24.54,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.8598785,5.2621155,6.242462,23.465456,29.448366,30.718874,30.79407,6.7042546,30.921019,0.69462585,1,1,0
"2024-07-08, 10:00:38",0.047884032,0.30166942,10.110714,-1.7090048,0.27122834,0,112.217766,946,32.698,21.578,32.073975,23.587036,29.501,83.266,15152,24.53,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.7003937,5.0609436,6.0194397,22.395632,28.161257,29.28235,29.501589,6.4504704,29.57385,0.6835022,1,1,0
"2024-07-08, 10:01:39",0.05267244,0.30406362,10.108319,-1.7229679,0.29841924,0,113.843094,960,32.963,21.58,31.671143,23.556824,29.541,83.266,15022,24.54,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.8604279,5.2029114,6.140045,23.698366,29.546999,30.627565,30.919558,6.593415,30.958128,0.6656647,1,1,0
"2024-07-08, 10:02:40",0.047884032,0.30645782,10.108319,-1.7365264,0.27128866,0,111.74324,954,32.974,21.61,31.872559,23.63739,29.538,83.266,14968,24.55,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.7610626,3.733841,4.3753967,16.81946,21.003542,21.949831,22.022097,4.700104,22.06848,0.6621094,1,1,0
"2024-07-08, 10:03:40",0.05267244,0.31124622,10.113108,-1.7628081,0.2982716,0,113.65218,970,32.991,21.661,31.774902,23.707886,29.618,83.268,14958,24.58,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.1930695,4.34671,5.1651917,19.462526,24.383425,25.45862,25.588991,5.5527654,25.512815,0.6715393,1,1,0
"2024-07-08, 10:04:41",0.05267244,0.30406362,10.115502,-1.7217453,0.2982075,0,116.173965,999,33.171,21.73,31.958008,23.808594,29.588,83.274,14873,24.65,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.4971466,4.7450256,5.580597,21.331667,26.718874,27.708132,27.917116,5.9936833,27.89221,0.6640625,1,1,0
"2024-07-08, 10:05:42",0.047884032,0.30406362,10.120291,-1.720931,0.27096996,0,118.68324,1033,32.995,21.802,31.860352,23.858948,29.733,83.274,14863,24.74,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.629898,4.8906555,5.7694397,22.172976,27.731081,28.788698,29.119265,6.1362615,29.024046,0.67785645,1,1,0
"2024-07-08, 10:06:43",0.050278235,0.30645782,10.110714,-1.7361153,0.28478548,0,118.61268,1040,33.255,21.89,31.958008,23.939514,29.608,83.274,14769,24.8,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.1302032,4.2727356,5.0714417,18.987917,23.829226,24.761843,24.96692,5.4679265,25.04016,0.67536926,1,1,0
"2024-07-08, 10:07:43",0.05267244,0.29688102,10.110714,-1.6818935,0.2983549,0,120.411766,1050,33.482,21.949,32.141113,24.030151,29.869,83.276,14717,24.87,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.756546,5.1722717,6.17276,22.843386,28.546999,29.872194,30.092897,6.627106,30.117796,0.6804657,1,1,0
"2024-07-08, 10:08:44",0.050278235,0.30645782,10.110714,-1.7361153,0.28478548,0,119.31016,1054,33.212,22,33.050537,23.999937,30.028,83.278,14665,24.94,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.291153,4.4234924,5.2052307,20.046022,25.12073,26.039675,26.132448,5.5932927,26.328245,0.6602173,1,1,0
"2024-07-08, 10:09:45",0.059855044,0.30645782,10.108319,-1.7365264,0.33910945,0,122.63054,1077,33.241,21.989,31.56128,23.969727,30.392,83.276,14554,24.95,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.6431427,4.960724,5.862335,22.27991,27.829714,28.953249,29.162722,6.3069158,29.23596,0.67453,1,1,0
"2024-07-08, 10:10:46",0.050278235,0.30885202,10.108319,-1.7500845,0.28485087,0,121.10376,1082,33.491,21.997,32.055664,23.969727,29.655,83.278,14707,24.93,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.9105988,3.9777374,4.7447815,17.6886,22.172976,23.064577,23.127565,5.0758367,23.30969,0.6647339,1,1,0
"2024-07-08, 10:11:46",0.05746084,0.30406362,10.108319,-1.7229679,0.32554767,0,121.87025,1059,32.815,21.981,31.860352,23.939514,30.1,83.278,14574,24.93,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,4.05838,5.5169983,6.568634,24.37903,30.678349,32.158455,32.203377,7.074616,32.496334,0.65737915,1,1,0
"2024-07-08, 10:12:47",0.055066638,0.30885202,10.105926,-1.7504988,0.3120528,0,120.738144,1054,32.916,21.976,32.055664,23.939514,29.353,83.284,14645,24.92,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.7290802,5.087921,6.0336,22.69446,28.39905,29.50403,29.858034,6.489411,29.814573,0.66659546,1,1,0
"2024-07-08, 10:13:48",0.05267244,0.30645782,10.101137,-1.7377603,0.29862908,0,119.838425,1037,32.734,22.005,30.944824,24.070435,29.591,83.282,14625,24.93,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3236237,4.573883,5.450836,20.12366,25.335573,26.490358,26.507448,5.845368,26.545042,0.65856934,1,1,0
"2024-07-08, 10:14:49",0.050278235,0.30885202,10.113108,-1.7492564,0.2847161,0,115.48051,972,32.484,22.12,30.944824,24.211426,28.933,83.284,14727,25.01,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3401031,4.601959,5.486969,20.087526,25.288698,26.429811,26.551882,5.9247136,26.655882,0.6661682,1,1,0
"2024-07-08, 10:15:49",0.055066638,0.30166942,10.108319,-1.7094094,0.31198567,0,114.85824,967,32.475,22.237,31.12793,24.281921,28.872,83.284,14779,25.12,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.312271,4.5160217,5.3893127,20.12366,25.181276,26.34778,26.463503,5.750153,26.59973,0.65859985,1,1,0
"2024-07-08, 10:16:50",0.05746084,0.30885202,10.105926,-1.7504989,0.32562003,0,116.01533,960,32.118,22.328,30.236816,24.38263,29.097,83.288,14748,25.22,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.8218536,5.2812805,6.369049,22.917604,28.875124,30.281374,30.395632,6.8639226,30.593382,0.677948,1,1,0
"2024-07-08, 10:17:51",0.05267244,0.30645782,10.103531,-1.7373488,0.29855838,0,114.05073,937,31.851,22.44,30.0354,24.443054,28.347,83.29,14821,25.32,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.6057281,4.901764,5.7706604,21.97571,27.47571,28.556276,28.731081,6.212067,28.78723,0.6547699,1,1,0
"2024-07-08, 10:18:52",0.050278235,0.30406362,10.108319,-1.722968,0.28485492,0,113.2452,925,31.64,22.499,29.724121,24.51355,28.115,83.288,14821,25.4,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.4887848,4.682892,5.446686,21.400026,26.705202,27.637331,27.937624,5.8376775,27.99719,0.66638184,1,1,0
"2024-07-08, 10:19:52",0.055066638,0.30885202,10.110714,-1.7496703,0.31190518,0,112.46734,919,31.495,22.555,29.821777,24.594116,27.86,83.294,14852,25.45,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3749542,4.430084,5.146759,20.97864,25.905397,26.81067,26.983522,5.442658,26.89221,0.6534424,1,1,0
"2024-07-08, 10:20:53",0.055066638,0.30406362,10.108319,-1.722968,0.31198347,0,112.95227,918,31.359,22.638,29.522705,24.684753,27.851,83.292,14852,25.53,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.5119781,4.6843567,5.438385,21.561647,26.868776,27.85071,27.910769,5.8183904,28.051878,0.6642761,1,1,0
"2024-07-08, 10:21:54",0.055066638,0.30166942,10.101137,-1.7106241,0.31220728,0,112.39433,913,31.243,22.702,29.425049,24.684753,27.686,83.294,14842,25.63,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.2856598,4.4204407,5.199005,20.153444,25.148561,26.122194,26.303347,5.592072,26.367796,0.6700592,1,1,0
"2024-07-08, 10:22:55",0.05267244,0.31124622,10.103531,-1.7644778,0.29855403,0,111.85597,903,31.091,22.713,29.327393,24.6344,27.491,83.294,14926,25.65,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.4166412,4.6579895,5.563385,20.64612,26.084597,27.03235,27.343874,5.975617,27.2843,0.6641998,1,1,0
"2024-07-08, 10:23:56",0.05746084,0.31124622,10.108319,-1.7636424,0.32554066,0,111.47038,890,30.99,22.681,29.223633,24.594116,27.392,83.288,14894,25.63,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.607254,4.947174,5.8788147,21.853151,27.329226,28.593386,28.787722,6.334992,28.78137,0.68341064,1,1,0
"2024-07-08, 10:24:56",0.055066638,0.30885202,10.105926,-1.7504988,0.3120528,0,109.27255,893,31.256,22.635,30.419922,24.584045,27.328,83.288,15054,25.58,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.867813,3.8985138,4.609894,17.592897,21.896608,22.796999,22.950808,4.956818,22.878538,0.67604065,1,1,0
"2024-07-08, 10:25:57",0.055066638,0.30645782,10.108319,-1.7365264,0.31198123,0,109.98191,898,31.179,22.601,29.821777,24.584045,28.042,83.284,15011,25.56,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.909134,3.8210602,4.4186096,18.015749,22.314577,23.088503,23.246218,4.7475896,23.29016,0.64845276,1,1,0
"2024-07-08, 10:26:58",0.050278235,0.30885202,10.103531,-1.7509135,0.2849857,0,110.20689,900,31.272,22.657,29.626465,24.654541,27.705,83.286,15054,25.57,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.8637238,3.8457794,4.5575256,17.51819,21.753542,22.65198,22.81067,4.8496404,22.945433,0.67181396,1,1,0
"2024-07-08, 10:27:59",0.05267244,0.30645782,10.105926,-1.7369374,0.29848772,0,110.70042,900,30.993,22.718,29.11377,24.755249,27.729,83.278,15011,25.63,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.7429962,3.8509064,4.646759,16.43323,20.812624,21.806276,21.982058,5.019196,22.109495,0.68688965,1,1,0
"2024-07-08, 10:28:59",0.055066638,0.30406362,10.105926,-1.7233758,0.3120573,0,111.92164,901,31.011,22.798,29.309082,24.855957,27.285,83.29,15087,25.72,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.6007843,5.01297,6.054718,21.5011,27.306276,28.57532,28.851198,6.522858,28.867796,0.6747284,1,1,0
"2024-07-08, 10:30:00",0.050278235,0.30406362,10.110714,-1.7225602,0.28478754,0,111.885574,907,30.821,22.902,29.11377,24.966736,27.483,83.29,15054,25.8,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.2043,4.4304504,5.253937,19.389284,24.411745,25.522585,25.659792,5.652741,25.780882,0.67056274,1,1,0
"2024-07-08, 10:31:01",0.055066638,0.30406362,10.103531,-1.7237841,0.31213117,0,113.35823,910,30.784,22.966,29.199219,24.986877,27.311,83.292,15097,25.9,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,4.011261,5.613678,6.7329407,24.042116,30.346315,31.797977,32.039314,7.232941,32.163326,0.68003845,1,1,0
"2024-07-08, 10:32:02",0.05746084,0.30406362,10.105926,-1.7233758,0.3256247,0,110.70745,910,30.921,23.001,29.89502,24.996948,27.286,83.278,15196,25.93,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.8725739,3.9581451,4.730255,17.337038,21.780886,22.870241,22.920046,5.0668035,22.909788,0.66915894,1,1,0
"2024-07-08, 10:33:02",0.05746084,0.30645782,10.108319,-1.7365263,0.32554534,0,111.10839,905,30.87,23.009,29.412842,24.906311,27.767,83.274,15108,25.96,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.1329498,4.186676,4.879303,19.135378,23.948366,24.841433,24.906862,5.224152,25.00305,0.63742065,1,1,0
"2024-07-08, 10:34:03",0.050278235,0.30645782,10.103531,-1.7373488,0.28498778,0,111.27716,908,30.9,22.937,30.004883,24.855957,27.353,83.282,15065,25.91,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3196564,4.414215,5.183014,20.406862,25.449831,26.436647,26.528933,5.502106,26.57141,0.6334076,1,1,0
"2024-07-08, 10:35:04",0.05746084,0.30885202,10.103531,-1.7509135,0.32569712,0,117.618805,998,31.101,22.862,29.510498,24.835815,27.771,83.28,15130,25.87,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.5904694,4.68985,5.4463196,22.171022,27.490358,28.421999,28.619753,5.792023,28.697386,0.62265015,1,1,0
"2024-07-08, 10:36:05",0.05746084,0.30645782,10.105926,-1.7369374,0.32562235,0,115.54712,983,30.776,22.827,29.211426,24.815674,27.704,83.284,15196,25.83,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.886612,3.7646027,4.360016,17.970339,22.239382,22.949831,23.095339,4.60904,23.067015,0.6380005,1,1,0
"2024-07-08, 10:37:05",0.05746084,0.30406362,10.105926,-1.7233758,0.3256247,0,112.44647,942,30.493,22.798,29.412842,24.77539,27.313,83.282,15385,25.79,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.0231476,3.9104156,4.509918,18.967897,23.347292,24.10364,24.13489,4.7854314,24.215452,0.64175415,1,1,0
"2024-07-08, 10:38:06",0.050278235,0.30885202,10.101137,-1.751328,0.28505316,0,113.58391,949,30.651,22.833,29.211426,24.845886,27.161,83.286,15407,25.76,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.421646,4.378937,5.0021057,21.306765,26.34241,27.118288,27.172487,5.319367,27.31262,0.6328125,1,1,0
"2024-07-08, 10:39:07",0.055066638,0.31124622,10.0987425,-1.765314,0.3122723,0,112.67533,945,30.468,22.892,29.11377,24.845886,27.356,83.28,15487,25.83,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.1359406,3.9470367,4.4966125,19.854128,24.358034,24.968874,25.10901,4.7096257,25.010862,0.63108826,1,1,0
"2024-07-08, 10:40:08",0.059855044,0.30406362,10.105926,-1.7233758,0.33919212,0,111.89306,937,30.438,22.977,29.199219,25.057373,27.07,83.284,15475,25.89,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.874527,3.6376495,4.1268616,18.070436,22.09192,22.68616,22.79114,4.357941,22.897581,0.65296936,1,1,0
"2024-07-08, 10:41:08",0.050278235,0.30645782,10.103531,-1.7373488,0.28498778,0,111.868645,928,30.419,23.084,28.997803,25.158081,27.15,83.284,15407,25.99,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.9291534,3.8128204,4.424103,18.307741,22.565065,23.36194,23.463991,4.6969304,23.434202,0.6635895,1,1,0
"2024-07-08, 10:42:09",0.05267244,0.30406362,10.103531,-1.723784,0.2985605,0,111.51461,918,30.316,23.172,28.588867,25.25879,27.072,83.278,15441,26.09,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.9426422,3.8619537,4.5122375,18.267702,22.70032,23.451296,23.570436,4.7877507,23.612913,0.65882874,1,1,0
"2024-07-08, 10:43:10",0.050278235,0.30885202,10.103531,-1.7509135,0.2849857,0,111.73031,912,30.352,23.263,28.790283,25.329285,26.757,83.276,15396,26.18,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.3647614,4.3457336,5.0034485,21.010378,25.988894,26.663698,26.774538,5.287995,26.88635,0.6439209,1,1,0
"2024-07-08, 10:44:11",0.05267244,0.30406362,10.108319,-1.7229679,0.29841924,0,111.449234,916,30.426,23.276,29.083252,25.26886,26.998,83.274,15351,26.25,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.1484528,3.9897003,4.556427,19.997194,24.26819,25.030886,25.136354,4.7889714,25.177366,0.6324768,1,1,0
"2024-07-08, 10:45:11",0.047884032,0.30645782,10.101137,-1.7377604,0.2714814,0,110.912155,921,30.334,23.273,29.199219,25.158081,27.271,83.27,15351,26.24,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.6578522,3.3899689,3.8455353,16.843874,20.537233,21.238894,21.144655,4.0718083,21.370726,0.6387024,1,1,0
"2024-07-08, 10:46:12",0.050278235,0.30645782,10.0987425,-1.7381722,0.28512275,0,111.835464,916,30.163,23.225,28.704832,25.188293,27.131,83.278,15284,26.21,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,3.0831451,4.0245667,4.6473694,19.195925,23.682741,24.619265,24.670534,4.9206853,24.709593,0.66090393,1,1,0
"2024-07-08, 10:47:13",0.050278235,0.30645782,10.101137,-1.7377603,0.28505522,0,110.99129,910,30.07,23.164,28.601074,25.107727,26.766,83.278,15306,26.16,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.7935333,3.6798248,4.3105774,17.29651,21.377077,22.233034,22.332155,4.5823064,22.339964,0.64967346,1,1,0
"2024-07-08, 10:48:14",0.047884032,0.30645782,10.101137,-1.7377604,0.2714814,0,108.720985,905,30.09,23.145,29.199219,25.13794,26.727,83.276,15464,26.11,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.060257,2.6685333,3.067093,12.81183,15.78888,16.256472,16.377077,3.264908,16.439085,0.6422119,1,1,0
"2024-07-08, 10:49:15",0.05267244,0.30645782,10.101137,-1.7377603,0.29862908,0,110.41562,913,30.09,23.188,28.790283,25.218506,27.168,83.272,15556,26.11,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.798172,3.572464,4.0764465,17.586061,21.613894,22.263308,22.497683,4.33841,22.388792,0.62783813,1,1,0
"2024-07-08, 10:50:15",0.055066638,0.30885202,10.093954,-1.7525736,0.31242254,0,113.226234,959,30.371,23.292,28.686523,25.359497,26.907,83.276,15533,26.19,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.5078278,3.2396393,3.7311554,15.703675,19.283815,19.914675,20.008425,3.9655917,20.080198,0.6298523,1,1,0
"2024-07-08, 10:51:16",0.055066638,0.30645782,10.096349,-1.7385839,0.31235078,0,112.890396,962,30.021,23.386,28.387451,25.450134,27.056,83.274,15521,26.29,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,1.9713516,2.5687408,2.956009,12.284242,15.127015,15.7422495,15.810365,3.1435702,15.769835,0.62713623,1,1,0
"2024-07-08, 10:52:17",0.059855044,0.30885202,10.0987425,-1.7517431,0.33942828,0,113.30262,947,29.814,23.492,28.375244,25.5307,26.694,83.27,15475,26.39,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.789627,3.5868073,4.105377,17.403444,21.418093,22.192507,22.345339,4.349396,22.334105,0.6404877,1,1,0
"2024-07-08, 10:53:18",0.055066638,0.31124622,10.0987425,-1.765314,0.3122723,0,112.66802,940,29.817,23.567,28.277588,25.591125,26.566,83.276,15464,26.48,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.541397,3.3334503,3.8612823,15.756654,19.572878,20.213991,20.371218,4.1086736,20.322874,0.648407,1,1,0
"2024-07-08, 10:54:18",0.05267244,0.30166942,10.101137,-1.7106241,0.2986333,0,112.747856,937,29.875,23.578,28.277588,25.591125,26.551,83.278,15556,26.54,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.846695,3.7455597,4.363312,17.665651,21.773073,22.596315,22.682253,4.6448064,22.848753,0.6548004,1,1,0
"2024-07-08, 10:55:19",0.05267244,0.30885202,10.105926,-1.7504989,0.29848552,0,114.58933,965,30.079,23.602,28.277588,25.550842,26.545,83.272,15533,26.56,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.9176788,3.7342682,4.2236633,18.278444,22.568483,23.231081,23.250612,4.477448,23.37219,0.6188965,1,1,0
"2024-07-08, 10:56:20",0.05267244,0.30645782,10.103531,-1.7373488,0.29855838,0,112.86603,948,29.792,23.535,29.071045,25.51056,26.666,83.27,15533,26.53,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.8897247,3.6568756,4.1837463,18.209597,22.277956,22.977663,23.025026,4.3830876,23.00305,0.6279907,1,1,0
"2024-07-08, 10:57:21",0.050278235,0.30166942,10.105926,-1.7098141,0.28492436,0,111.7844,920,29.528,23.482,27.978516,25.460205,26.843,83.262,15464,26.49,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.7857208,3.5982208,4.13797,17.389772,21.60901,22.228151,22.36487,4.3824773,22.324827,0.6379547,1,1,0
"2024-07-08, 10:58:21",0.055066638,0.30166942,10.103531,-1.710219,0.31213337,0,109.85069,910,29.676,23.471,28.289795,25.429993,26.22,83.266,15660,26.45,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.4096222,3.0974274,3.5675812,15.175111,18.716433,19.215456,19.301394,3.7746127,19.257933,0.6156616,1,1,0
"2024-07-08, 10:59:22",0.050278235,0.30885202,10.103531,-1.7509135,0.2849857,0,110.20422,932,29.902,23.466,28.771973,25.460205,26.51,83.266,15777,26.43,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.0913239,2.6635284,3.0457306,13.153382,16.152468,16.673464,16.65491,3.2190707,16.683226,0.60549927,1,1,0
"2024-07-08, 11:00:23",0.055066638,0.30406362,10.105926,-1.7233758,0.3120573,0,111.86236,939,29.55,23.498,27.978516,25.550842,26.907,83.266,15718,26.44,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.3943024,3.0861359,3.54982,14.967591,18.457644,19.050905,19.224733,3.7810214,19.24182,0.60964966,1,1,0
"2024-07-08, 11:01:24",0.05267244,0.30406362,10.108319,-1.7229679,0.29841924,0,110.718254,932,29.292,23.602,27.783203,25.661621,26.267,83.264,15789,26.51,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,1.9389725,2.4931183,2.8515167,12.190248,14.9905405,15.45807,15.529359,3.0056918,15.556701,0.6091614,1,1,0
"2024-07-08, 11:02:25",0.047884032,0.31124622,10.101137,-1.7648958,0.27147746,0,110.3142,922,29.162,23.679,27.471924,25.742188,26.044,83.266,15885,26.59,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.11409,2.685196,3.0529327,13.342103,16.29944,16.761843,16.911257,3.2296908,16.881468,0.6205139,1,1,0
"2024-07-08, 11:03:25",0.047884032,0.30885202,10.096349,-1.7521582,0.27160805,0,109.550575,915,29.251,23.759,27.868652,25.78247,25.887,83.262,15897,26.69,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.0905914,2.6381989,2.9850616,13.196595,16.201784,16.502565,16.703249,3.162308,16.631468,0.6243286,1,1,0
"2024-07-08, 11:04:26",0.047884032,0.30645782,10.101137,-1.7377604,0.2714814,0,110.380714,915,29.057,23.818,27.471924,25.863037,26.194,83.262,15945,26.74,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.4851227,3.1755524,3.6358185,15.628968,19.17151,19.817995,19.917604,3.8470004,19.996702,0.6447754,1,1,0
"2024-07-08, 11:05:27",0.047884032,0.30885202,10.101137,-1.7513281,0.27147943,0,109.36474,907,28.987,23.786,27.868652,25.732117,25.805,83.262,15909,26.76,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.3368683,2.9688263,3.4156036,14.701966,18.002077,18.541628,18.74866,3.5942538,18.719847,0.64624023,1,1,0
"2024-07-08, 11:06:28",0.05267244,0.30885202,10.096349,-1.7521582,0.29876843,0,108.09344,899,29.121,23.735,28.277588,25.661621,25.949,83.264,16030,26.73,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.247635,2.8349152,3.2301178,14.224427,17.406862,17.76282,17.933718,3.421036,17.986448,0.6267395,1,1,0
"2024-07-08, 11:07:28",0.050278235,0.30166942,10.101137,-1.7106241,0.28505927,0,108.43066,889,29.01,23.663,27.581787,25.560913,26.207,83.258,15921,26.67,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.4106598,3.1345367,3.6046906,15.018861,18.540651,19.13782,19.326296,3.8398592,19.269651,0.6555939,1,1,0
"2024-07-08, 11:08:29",0.055066638,0.30645782,10.0987425,-1.7381722,0.3122768,0,107.43066,890,29.246,23.602,28.179932,25.550842,25.717,83.264,16030,26.59,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.1243439,2.7800446,3.2220001,13.108216,16.147097,16.84241,16.920534,3.4225008,16.95178,0.6603546,1,1,0
"2024-07-08, 11:09:30",0.050278235,0.30885202,10.0987425,-1.7517432,0.28512073,0,107.17823,889,29.071,23.594,28.57666,25.560913,26.418,83.26,16116,26.57,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.251358,2.995926,3.4845734,13.907044,17.270144,17.911257,17.892702,3.7339633,18.046507,0.6705322,1,1,0
"2024-07-08, 11:10:31",0.05746084,0.30885202,10.0987425,-1.7517432,0.32585144,0,113.600494,965,29.177,23.639,27.783203,25.681763,26.338,83.272,16042,26.57,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.6508942,3.5927277,4.2256165,16.002565,20.149538,20.879519,21.156862,4.5560613,21.170042,0.69033813,1,1,0
"2024-07-08, 11:11:31",0.05746084,0.30166942,10.103531,-1.710219,0.3257041,0,111.16094,934,29.039,23.741,27.667236,25.78247,26.112,83.27,16104,26.64,0,0,0,0,17,0,0,3,1819867E5B4C38C5,3,2.4702911,3.2533722,3.7694244,15.408021,19.040163,19.675417,19.828737,4.0099187,19.76721,0.6698761,1,1,0
